scaler,lambdas,mean_R2,std_R2,mean_RMSE,std_RMSE
minmax,"(-0.5, 0.0, 1.0, 1.0, 1.0)",0.6436082903707244,0.11146847566198896,278074.46080922126,49384.93066178133
zscore,"(0.5, 0.5, 0.5, 1.0, 0.5)",0.643226550134356,0.08049001190047796,279604.93059107434,37643.44816361508
robust,"(0.5, 0.5, 0.5, 1.0, 0.5)",0.6432265501343558,0.08049001190047812,279604.9305910744,37643.44816361512
minmax,"(0.5, 0.5, 0.5, 1.0, 0.5)",0.6432265501343558,0.08049001190047822,279604.93059107446,37643.448163615154
minmax,"(0.0, 0.0, 0.0, 1.0, 1.0)",0.6428147485759338,0.11213742491471479,278468.77696041454,49567.17331147664
zscore,"(0.0, 0.0, 0.0, 1.0, 1.0)",0.6428147485759336,0.11213742491471491,278468.77696041466,49567.173311476705
robust,"(0.0, 0.0, 0.0, 1.0, 1.0)",0.6428147485759333,0.11213742491471503,278468.7769604148,49567.173311476756
zscore,"(1.0, 0.0, 0.0, -0.5, 1.0)",0.6427834868824306,0.10733412574055282,278825.113708727,47904.602866567286
minmax,"(1.0, 0.0, 0.0, -0.5, 1.0)",0.6427834868824304,0.10733412574055266,278825.11370872706,47904.60286656726
robust,"(1.0, 0.0, 0.0, -0.5, 1.0)",0.6427834868824303,0.10733412574055293,278825.1137087271,47904.602866567344
minmax,"(0.0, -0.5, 1.0, 0.0, 1.0)",0.6426778831868782,0.09893038724773645,279087.90284243244,44565.956095685746
zscore,"(0.0, -0.5, 1.0, 0.0, 1.0)",0.6426778831868777,0.0989303872477359,279087.90284243267,44565.956095685535
robust,"(0.0, -0.5, 1.0, 0.0, 1.0)",0.6426778831868777,0.09893038724773649,279087.90284243267,44565.95609568577
robust,"(0.5, -0.5, 0.5, 0.5, 0.5)",0.6424892927210161,0.09462211052535907,279316.92934340175,42905.928451240754
minmax,"(0.5, -0.5, 0.5, 0.5, 0.5)",0.642489292721016,0.09462211052535881,279316.92934340186,42905.92845124064
zscore,"(0.5, -0.5, 0.5, 0.5, 0.5)",0.642489292721016,0.09462211052535907,279316.92934340186,42905.928451240754
zscore,"(0.5, 0.0, 0.5, 1.0, 0.5)",0.6424210742991044,0.11426074365324584,278523.18336101936,50345.698613123306
robust,"(0.5, 0.0, 0.5, 1.0, 0.5)",0.6424210742991042,0.11426074365324582,278523.1833610195,50345.698613123335
minmax,"(0.5, 0.0, 0.5, 1.0, 0.5)",0.6424210742991042,0.11426074365324594,278523.1833610195,50345.698613123364
robust,"(0.0, 0.5, 0.0, -1.0, 1.0)",0.6422623436066854,0.1006215467479761,279198.5759768796,45195.96435929306
minmax,"(0.0, 0.5, 0.0, -1.0, 1.0)",0.6422623436066854,0.10062154674797753,279198.57597687957,45195.9643592936
zscore,"(0.0, 0.5, 0.0, -1.0, 1.0)",0.6422623436066854,0.1006215467479761,279198.5759768796,45195.96435929306
robust,"(0.0, 0.5, 0.5, 1.0, 0.5)",0.6422381285800187,0.0900690336064149,279560.52626517724,41127.26768553911
zscore,"(0.0, 0.5, 0.5, 1.0, 0.5)",0.6422381285800186,0.0900690336064151,279560.52626517724,41127.26768553917
minmax,"(0.0, 0.5, 0.5, 1.0, 0.5)",0.6422381285800184,0.09006903360641508,279560.52626517735,41127.26768553918
zscore,"(0.5, -0.5, 0.5, 0.0, 0.5)",0.6421608467134625,0.09284893588341277,279520.4960719681,42216.63030640776
minmax,"(0.5, -0.5, 0.5, 0.0, 0.5)",0.6421608467134624,0.09284893588341274,279520.49607196817,42216.63030640776
robust,"(0.5, -0.5, 0.5, 0.0, 0.5)",0.6421608467134621,0.09284893588341292,279520.4960719683,42216.630306407824
minmax,"(0.5, 0.5, 0.5, 0.5, 0.5)",0.6420382802448342,0.08103680679176957,280068.01435743325,37828.690789933324
zscore,"(0.5, 0.5, 0.5, 0.5, 0.5)",0.6420382802448341,0.0810368067917697,280068.01435743325,37828.69078993336
robust,"(0.5, 0.5, 0.5, 0.5, 0.5)",0.642038280244834,0.08103680679176972,280068.01435743336,37828.69078993336
robust,"(1.0, -0.5, 0.0, -1.0, 1.0)",0.641865012785065,0.08373483506131703,280081.10316806106,38932.52038164173
zscore,"(1.0, -0.5, 0.0, -1.0, 1.0)",0.641865012785065,0.08373483506131764,280081.1031680612,38932.520381641974
minmax,"(1.0, -0.5, 0.0, -1.0, 1.0)",0.6418650127850646,0.08373483506131735,280081.1031680613,38932.52038164188
minmax,"(0.5, -0.5, 0.5, 1.0, 0.5)",0.6417101457293556,0.09700163641251541,279526.91639567696,43778.3861543512
zscore,"(0.5, -0.5, 0.5, 1.0, 0.5)",0.6417101457293554,0.0970016364125155,279526.916395677,43778.38615435123
robust,"(0.5, -0.5, 0.5, 1.0, 0.5)",0.6417101457293554,0.09700163641251532,279526.916395677,43778.38615435117
minmax,"(0.0, 0.0, 0.5, 0.0, 0.5)",0.6416590572584709,0.1064462657598977,279166.9847123415,47366.680555000414
robust,"(0.0, 0.0, 0.5, 0.0, 0.5)",0.6416590572584707,0.1064462657598979,279166.9847123416,47366.68055500045
zscore,"(0.0, 0.0, 0.5, 0.0, 0.5)",0.6416590572584703,0.10644626575989831,279166.98471234174,47366.6805550006
minmax,"(0.0, 0.5, 1.0, -1.0, 0.5)",0.6414849680281293,0.09989678168439484,279405.1995291169,44867.01215542494
zscore,"(0.0, 0.5, 1.0, -1.0, 0.5)",0.6414849680281287,0.0998967816843945,279405.19952911715,44867.0121554248
robust,"(0.0, 0.5, 1.0, -1.0, 0.5)",0.6414849680281286,0.09989678168439413,279405.19952911726,44867.012155424636
zscore,"(0.0, 0.5, 0.5, 0.5, 0.5)",0.6414007877191834,0.09084579816784094,279868.87353229796,41395.133431552014
robust,"(0.0, 0.5, 0.5, 0.5, 0.5)",0.6414007877191833,0.09084579816784122,279868.873532298,41395.13343155211
minmax,"(0.0, 0.5, 0.5, 0.5, 0.5)",0.6414007877191832,0.09084579816784108,279868.873532298,41395.133431552065
zscore,"(1.0, -0.5, 0.0, -0.5, 1.0)",0.6411489907413944,0.0860550376505214,280291.6030440358,39792.51380052222
robust,"(1.0, -0.5, 0.0, -0.5, 1.0)",0.6411489907413944,0.08605503765052111,280291.6030440358,39792.51380052208
minmax,"(1.0, -0.5, 0.0, -0.5, 1.0)",0.6411489907413941,0.08605503765052058,280291.6030440359,39792.51380052189
minmax,"(0.0, 0.0, 0.5, 0.5, 0.5)",0.6411183578557292,0.1080783655288992,279312.37879583804,47957.838699050626
robust,"(0.0, 0.0, 0.5, 0.5, 0.5)",0.641118357855729,0.10807836552889875,279312.37879583816,47957.83869905048
zscore,"(0.0, 0.0, 0.5, 0.5, 0.5)",0.641118357855729,0.10807836552889943,279312.37879583816,47957.83869905071
robust,"(0.0, 0.0, 0.5, -0.5, 0.5)",0.6410963865569977,0.10550502371244401,279429.29296312114,46984.687315954834
zscore,"(0.0, 0.0, 0.5, -0.5, 0.5)",0.6410963865569977,0.10550502371244375,279429.29296312114,46984.68731595479
minmax,"(0.0, 0.0, 0.5, -0.5, 0.5)",0.6410963865569974,0.10550502371244413,279429.2929631213,46984.68731595491
robust,"(1.0, 0.0, 0.0, 0.0, 1.0)",0.6408448840196186,0.10915133915434135,279521.84579759266,48481.91847397063
minmax,"(1.0, 0.0, 0.0, 0.0, 1.0)",0.6408448840196183,0.109151339154342,279521.8457975928,48481.918473970894
zscore,"(1.0, 0.0, 0.0, 0.0, 1.0)",0.6408448840196183,0.10915133915434214,279521.84579759283,48481.91847397094
zscore,"(1.0, -0.5, 0.5, 0.0, 0.5)",0.6408049171383317,0.09060598254269943,280210.2764832921,41377.1060651647
minmax,"(1.0, -0.5, 0.5, 0.0, 0.5)",0.6408049171383315,0.09060598254269883,280210.27648329217,41377.10606516447
robust,"(1.0, -0.5, 0.5, 0.0, 0.5)",0.6408049171383315,0.09060598254269951,280210.27648329217,41377.10606516475
minmax,"(1.0, 0.0, -0.5, -0.5, 1.0)",0.6407288495233012,0.11611618415697521,279228.50371526147,51025.41518304222
robust,"(1.0, 0.0, -0.5, -0.5, 1.0)",0.6407288495233003,0.11611618415697678,279228.50371526176,51025.41518304273
zscore,"(1.0, 0.0, -0.5, -0.5, 1.0)",0.6407288495232996,0.11611618415697668,279228.50371526205,51025.41518304265
minmax,"(0.5, -0.5, 0.5, -0.5, 0.5)",0.6405839412309727,0.09177590246429422,280188.73219747253,41740.98712260864
robust,"(0.5, -0.5, 0.5, -0.5, 0.5)",0.6405839412309725,0.09177590246429443,280188.73219747265,41740.9871226087
zscore,"(0.5, -0.5, 0.5, -0.5, 0.5)",0.6405839412309724,0.09177590246429403,280188.73219747265,41740.98712260852
minmax,"(1.0, -0.5, 0.5, -0.5, 0.5)",0.6405501584076586,0.08885241520746043,280370.0635967933,40694.95420605205
zscore,"(1.0, -0.5, 0.5, -0.5, 0.5)",0.6405501584076585,0.08885241520746122,280370.06359679333,40694.95420605236
robust,"(1.0, -0.5, 0.5, -0.5, 0.5)",0.6405501584076584,0.08885241520746107,280370.0635967934,40694.95420605228
minmax,"(0.5, 0.5, 0.5, 0.0, 0.5)",0.6404335067053047,0.08201951330317787,280680.97506552277,38162.91976632734
zscore,"(0.5, 0.5, 0.5, 0.0, 0.5)",0.6404335067053047,0.08201951330317817,280680.97506552265,38162.91976632744
robust,"(0.5, 0.5, 0.5, 0.0, 0.5)",0.6404335067053045,0.08201951330317833,280680.97506552277,38162.919766327475
minmax,"(0.5, -0.5, 1.0, -1.0, 0.5)",0.6402255771196929,0.11015629356582357,279461.82311080216,48740.59885407182
robust,"(0.5, -0.5, 1.0, -1.0, 0.5)",0.6402255771196929,0.11015629356582327,279461.8231108021,48740.59885407173
zscore,"(0.5, -0.5, 1.0, -1.0, 0.5)",0.6402255771196926,0.11015629356582411,279461.82311080216,48740.59885407201
zscore,"(1.0, -0.5, 0.5, 0.5, 0.5)",0.6399076531072408,0.0929167769269637,280482.7176244925,42216.456469828285
minmax,"(1.0, -0.5, 0.5, 0.5, 0.5)",0.6399076531072408,0.09291677692696335,280482.7176244925,42216.45646982815
robust,"(1.0, -0.5, 0.5, 0.5, 0.5)",0.6399076531072406,0.09291677692696357,280482.7176244925,42216.45646982823
zscore,"(0.0, 0.5, 0.5, 0.0, 0.5)",0.6397758577565519,0.09238466407644627,280462.10234366334,41922.895209069255
robust,"(0.0, 0.5, 0.5, 0.0, 0.5)",0.6397758577565514,0.0923846640764468,280462.1023436636,41922.895209069415
minmax,"(0.0, 0.5, 0.5, 0.0, 0.5)",0.6397758577565514,0.09238466407644666,280462.1023436635,41922.89520906937
robust,"(0.0, 0.0, 0.5, 1.0, 0.5)",0.639701725439291,0.11021622831466282,279782.4235325675,48696.61755020421
minmax,"(0.0, 0.0, 0.5, 1.0, 0.5)",0.6397017254392907,0.1102162283146633,279782.4235325676,48696.61755020437
zscore,"(0.0, 0.0, 0.5, 1.0, 0.5)",0.6397017254392902,0.11021622831466339,279782.42353256786,48696.61755020439
robust,"(0.5, 0.5, 0.0, 1.0, 0.5)",0.6396291674181649,0.07990218288612486,281091.09368957294,37402.911662866114
zscore,"(0.5, 0.5, 0.0, 1.0, 0.5)",0.6396291674181648,0.07990218288612458,281091.093689573,37402.911662866005
minmax,"(0.5, 0.5, 0.0, 1.0, 0.5)",0.6396291674181646,0.07990218288612447,281091.09368957306,37402.91166286597
minmax,"(0.0, -0.5, 1.0, -0.5, 1.0)",0.6395533441858022,0.09937631504195436,280330.541100367,44605.82210568528
robust,"(0.0, -0.5, 1.0, -0.5, 1.0)",0.6395533441858022,0.0993763150419548,280330.5411003669,44605.822105685475
zscore,"(0.0, -0.5, 1.0, -0.5, 1.0)",0.639553344185802,0.09937631504195503,280330.54110036703,44605.82210568554
zscore,"(1.0, -0.5, 0.0, 0.0, 1.0)",0.6394612292055615,0.08922800600279357,280852.8583375836,40923.02595831477
minmax,"(1.0, -0.5, 0.0, 0.0, 1.0)",0.6394612292055614,0.08922800600279253,280852.85833758366,40923.0259583144
robust,"(1.0, -0.5, 0.0, 0.0, 1.0)",0.639461229205561,0.0892280060027933,280852.8583375838,40923.025958314676
minmax,"(0.0, 0.0, 0.5, -1.0, 0.5)",0.6391754606816925,0.1054391213764065,280191.13439645356,46871.761668430365
zscore,"(0.0, 0.0, 0.5, -1.0, 0.5)",0.6391754606816915,0.10543912137640649,280191.1343964539,46871.761668430314
robust,"(0.0, 0.0, 0.5, -1.0, 0.5)",0.6391754606816912,0.10543912137640679,280191.134396454,46871.761668430394
minmax,"(1.0, -0.5, 0.5, -1.0, 0.5)",0.6390044752224365,0.08771753739940999,281013.0915900154,40187.94312941089
robust,"(1.0, -0.5, 0.5, -1.0, 0.5)",0.6390044752224364,0.08771753739941024,281013.0915900154,40187.94312941094
zscore,"(1.0, -0.5, 0.5, -1.0, 0.5)",0.6390044752224361,0.08771753739941007,281013.09159001545,40187.94312941089
minmax,"(0.5, -0.5, 0.0, -0.5, 1.0)",0.638971640474396,0.09189326742593082,280899.3545038608,41801.509202826186
zscore,"(0.5, -0.5, 0.0, -0.5, 1.0)",0.6389716404743956,0.09189326742593117,280899.354503861,41801.50920282632
robust,"(0.5, -0.5, 0.0, -0.5, 1.0)",0.6389716404743954,0.09189326742593096,280899.354503861,41801.50920282623
zscore,"(0.5, 0.5, 0.0, 0.5, 0.5)",0.6388464596459631,0.08028716628407126,281396.45371836255,37546.22362064443
minmax,"(0.5, 0.5, 0.0, 0.5, 0.5)",0.6388464596459631,0.0802871662840708,281396.45371836255,37546.22362064423
robust,"(0.5, 0.5, 0.0, 0.5, 0.5)",0.638846459645963,0.08028716628407107,281396.45371836267,37546.22362064434
minmax,"(0.5, -0.5, 0.0, -1.0, 1.0)",0.6384946304019598,0.08992399689512966,281158.4684407969,41036.59185988492
robust,"(0.5, -0.5, 0.0, -1.0, 1.0)",0.6384946304019595,0.0899239968951293,281158.4684407969,41036.5918598848
zscore,"(0.5, -0.5, 0.0, -1.0, 1.0)",0.6384946304019589,0.08992399689513,281158.4684407971,41036.59185988502
minmax,"(0.5, -0.5, 0.0, 0.0, 1.0)",0.6384736457146926,0.0947590761717296,280987.76876251114,42858.5971642394
zscore,"(0.5, -0.5, 0.0, 0.0, 1.0)",0.6384736457146921,0.09475907617172988,280987.7687625113,42858.5971642395
robust,"(0.5, -0.5, 0.0, 0.0, 1.0)",0.6384736457146921,0.09475907617173003,280987.7687625113,42858.59716423956
zscore,"(1.0, 0.0, 0.0, 0.5, 1.0)",0.6384718441134395,0.11126460786230949,280374.8222832989,49140.65949672696
minmax,"(1.0, 0.0, 0.0, 0.5, 1.0)",0.6384718441134392,0.11126460786230974,280374.822283299,49140.65949672707
robust,"(1.0, 0.0, 0.0, 0.5, 1.0)",0.638471844113439,0.11126460786230975,280374.822283299,49140.659496727065
robust,"(0.5, 0.5, 1.0, 1.0, 0.0)",0.638435090142243,0.08772111753238282,281214.56525057316,40134.085439810246
zscore,"(0.5, 0.5, 1.0, 1.0, 0.0)",0.6384350901422428,0.08772111753238268,281214.5652505732,40134.08543981019
minmax,"(0.5, 0.5, 1.0, 1.0, 0.0)",0.6384350901422424,0.08772111753238276,281214.56525057333,40134.08543981023
zscore,"(0.5, 0.5, 0.5, -0.5, 0.5)",0.6383315878230054,0.08355343009087662,281470.2703687782,38683.53970069499
minmax,"(0.5, 0.5, 0.5, -0.5, 0.5)",0.6383315878230053,0.08355343009087637,281470.27036877826,38683.53970069489
robust,"(0.5, 0.5, 0.5, -0.5, 0.5)",0.6383315878230051,0.08355343009087692,281470.2703687783,38683.53970069511
zscore,"(0.5, 0.0, 0.0, -0.5, 0.5)",0.6383072246985407,0.11115191549169715,280377.9219216635,48997.24275259054
minmax,"(0.5, 0.0, 0.0, -0.5, 0.5)",0.6383072246985405,0.1111519154916975,280377.9219216635,48997.242752590646
robust,"(0.5, 0.0, 0.0, -0.5, 0.5)",0.6383072246985404,0.11115191549169796,280377.92192166357,48997.24275259082
minmax,"(1.0, -0.5, 0.5, 1.0, 0.5)",0.6379889464951621,0.09572229443906395,281137.192726594,43193.746472175204
robust,"(1.0, -0.5, 0.5, 1.0, 0.5)",0.6379889464951617,0.09572229443906448,281137.1927265941,43193.746472175364
zscore,"(1.0, -0.5, 0.5, 1.0, 0.5)",0.6379889464951616,0.09572229443906419,281137.19272659416,43193.74647217528
minmax,"(0.5, 0.0, 0.0, -1.0, 0.5)",0.6378710473508059,0.11039551445211505,280580.5897848522,48691.14831721354
robust,"(0.5, 0.0, 0.0, -1.0, 0.5)",0.6378710473508049,0.11039551445211514,280580.58978485264,48691.14831721354
zscore,"(0.5, 0.0, 0.0, -1.0, 0.5)",0.6378710473508046,0.11039551445211564,280580.58978485275,48691.148317213716
robust,"(0.5, 0.0, 1.0, 0.0, 0.0)",0.6378545800609288,0.11689842320439874,280178.08491697366,51125.66088962595
minmax,"(0.5, 0.0, 1.0, 0.0, 0.0)",0.6378545800609287,0.11689842320439912,280178.08491697366,51125.66088962606
zscore,"(0.5, 0.0, 1.0, 0.0, 0.0)",0.6378545800609284,0.1168984232043991,280178.0849169738,51125.66088962606
minmax,"(0.5, 0.0, 0.0, 0.0, 0.5)",0.637712303474338,0.11242882772925324,280559.3612979047,49445.210547514675
zscore,"(0.5, 0.0, 0.0, 0.0, 0.5)",0.6377123034743378,0.11242882772925357,280559.3612979048,49445.210547514784
robust,"(0.5, 0.0, 0.0, 0.0, 0.5)",0.6377123034743377,0.11242882772925342,280559.3612979048,49445.210547514725
minmax,"(0.5, -0.5, 0.5, -1.0, 0.5)",0.6376082764444008,0.09148937416191759,281373.57045754895,41505.09768773371
zscore,"(0.5, -0.5, 0.5, -1.0, 0.5)",0.6376082764444007,0.0914893741619173,281373.570457549,41505.09768773361
robust,"(0.5, -0.5, 0.5, -1.0, 0.5)",0.6376082764444005,0.09148937416191744,281373.570457549,41505.09768773365
robust,"(0.5, 0.5, 0.0, 0.0, 0.5)",0.6375616183846858,0.08125248038455833,281881.04005522555,37888.54588200346
minmax,"(0.5, 0.5, 0.0, 0.0, 0.5)",0.6375616183846857,0.0812524803845582,281881.04005522555,37888.54588200341
zscore,"(0.5, 0.5, 0.0, 0.0, 0.5)",0.6375616183846852,0.08125248038455797,281881.0400552258,37888.54588200333
minmax,"(0.5, 0.5, -0.5, 1.0, 0.5)",0.637169702130168,0.09209345986330007,281657.3379253832,41901.23276642908
zscore,"(0.5, 0.5, -0.5, 1.0, 0.5)",0.6371697021301674,0.0920934598632994,281657.3379253834,41901.232766428824
robust,"(0.5, 0.5, -0.5, 1.0, 0.5)",0.6371697021301674,0.09209345986329949,281657.3379253835,41901.232766428846
minmax,"(0.0, 0.5, 0.5, -0.5, 0.5)",0.637141173587381,0.09495858664933288,281414.88999059313,42801.29022975827
zscore,"(0.0, 0.5, 0.5, -0.5, 0.5)",0.6371411735873809,0.09495858664933252,281414.88999059313,42801.290229758124
robust,"(0.0, 0.5, 0.5, -0.5, 0.5)",0.6371411735873805,0.0949585866493328,281414.88999059325,42801.29022975823
zscore,"(0.5, 0.0, 1.0, 0.5, 0.0)",0.63714105094386,0.11855570263755681,280392.2739510219,51705.95539993045
robust,"(0.5, 0.0, 1.0, 0.5, 0.0)",0.6371410509438599,0.11855570263755687,280392.2739510219,51705.95539993046
minmax,"(0.5, 0.0, 1.0, 0.5, 0.0)",0.6371410509438596,0.11855570263755669,280392.27395102195,51705.95539993038
robust,"(0.5, 0.0, 1.0, -0.5, 0.0)",0.6370375057574119,0.11599406704113017,280534.4097866881,50753.60654744297
zscore,"(0.5, 0.0, 1.0, -0.5, 0.0)",0.6370375057574114,0.11599406704113091,280534.40978668834,50753.60654744322
minmax,"(0.5, 0.0, 1.0, -0.5, 0.0)",0.637037505757411,0.1159940670411315,280534.4097866884,50753.60654744342
robust,"(0.5, -0.5, 0.0, 0.5, 1.0)",0.637016406353709,0.09854317412794196,281414.64230436896,44214.69507964525
minmax,"(0.5, -0.5, 0.0, 0.5, 1.0)",0.637016406353709,0.09854317412794182,281414.64230436896,44214.695079645186
zscore,"(0.5, -0.5, 0.0, 0.5, 1.0)",0.6370164063537088,0.0985431741279422,281414.642304369,44214.69507964536
robust,"(0.5, 0.5, 1.0, 0.5, 0.0)",0.6369879533819188,0.08861458995285007,281759.51042351703,40422.8992962785
zscore,"(0.5, 0.5, 1.0, 0.5, 0.0)",0.6369879533819186,0.08861458995285043,281759.51042351715,40422.89929627864
minmax,"(0.5, 0.5, 1.0, 0.5, 0.0)",0.6369879533819186,0.0886145899528504,281759.51042351703,40422.899296278614
minmax,"(1.0, -0.5, 0.0, 0.5, 1.0)",0.6368157623122973,0.09329247287789136,281754.1839138531,42336.29339047702
robust,"(1.0, -0.5, 0.0, 0.5, 1.0)",0.6368157623122965,0.09329247287789207,281754.1839138534,42336.29339047723
zscore,"(1.0, -0.5, 0.0, 0.5, 1.0)",0.6368157623122963,0.09329247287789243,281754.1839138535,42336.29339047737
minmax,"(0.5, 0.5, -0.5, 0.5, 0.5)",0.6367161164992982,0.09234637186365402,281832.8848605869,41990.493685468085
zscore,"(0.5, 0.5, -0.5, 0.5, 0.5)",0.6367161164992972,0.0923463718636544,281832.8848605873,41990.493685468224
robust,"(0.5, 0.5, -0.5, 0.5, 0.5)",0.636716116499297,0.09234637186365427,281832.88486058736,41990.49368546816
robust,"(-0.5, 0.0, 0.5, 0.0, 1.0)",0.6365928261356232,0.10065713504931742,281449.40003838344,44958.25821076824
zscore,"(-0.5, 0.0, 0.5, 0.0, 1.0)",0.636592826135623,0.10065713504931727,281449.40003838344,44958.25821076815
minmax,"(-0.5, 0.0, 0.5, 0.0, 1.0)",0.6365928261356227,0.10065713504931713,281449.4000383836,44958.25821076811
minmax,"(1.0, 0.0, 0.5, -1.0, 0.5)",0.6365330098569827,0.10826348374256033,281247.81817775004,47870.26954454324
zscore,"(1.0, 0.0, 0.5, -1.0, 0.5)",0.6365330098569818,0.10826348374256058,281247.8181777504,47870.269544543284
robust,"(1.0, 0.0, 0.5, -1.0, 0.5)",0.6365330098569816,0.10826348374256098,281247.81817775045,47870.269544543415
robust,"(1.0, 0.5, 1.0, 1.0, 1.0)",0.6362886817067888,0.09309603579336448,281964.62337877974,42228.749608692124
zscore,"(1.0, 0.5, 1.0, 1.0, 1.0)",0.6362886817067887,0.09309603579336434,281964.6233787798,42228.74960869205
minmax,"(1.0, 0.5, 1.0, 1.0, 1.0)",0.6362886817067887,0.09309603579336519,281964.6233787798,42228.74960869237
zscore,"(-0.5, 0.0, 0.5, -0.5, 1.0)",0.636249060232128,0.0988578876609801,281655.62918078067,44263.48490908693
robust,"(-0.5, 0.0, 0.5, -0.5, 1.0)",0.6362490602321279,0.09885788766098016,281655.6291807807,44263.48490908696
minmax,"(-0.5, 0.0, 0.5, -0.5, 1.0)",0.6362490602321274,0.09885788766098001,281655.62918078096,44263.48490908689
zscore,"(0.5, 0.0, 0.0, 0.5, 0.5)",0.6362399061711942,0.11418459466207752,281065.59032824053,50025.79717113464
minmax,"(0.5, 0.0, 0.0, 0.5, 0.5)",0.6362399061711942,0.11418459466207741,281065.5903282406,50025.79717113456
robust,"(0.5, 0.0, 0.0, 0.5, 0.5)",0.6362399061711942,0.11418459466207755,281065.5903282406,50025.79717113464
robust,"(1.0, 0.0, 0.5, -0.5, 0.5)",0.6361147465682608,0.11006604662871586,281339.15844351234,48524.66857537401
minmax,"(1.0, 0.0, 0.5, -0.5, 0.5)",0.6361147465682605,0.11006604662871602,281339.15844351245,48524.668575374046
zscore,"(1.0, 0.0, 0.5, -0.5, 0.5)",0.6361147465682603,0.11006604662871573,281339.15844351257,48524.66857537395
zscore,"(-0.5, 0.0, 0.5, 0.5, 1.0)",0.6360619942770573,0.10315720495490052,281557.3975730249,45876.591954411066
robust,"(-0.5, 0.0, 0.5, 0.5, 1.0)",0.6360619942770571,0.10315720495490022,281557.39757302497,45876.59195441095
minmax,"(-0.5, 0.0, 0.5, 0.5, 1.0)",0.636061994277057,0.10315720495490034,281557.397573025,45876.591954410986
zscore,"(1.0, 0.0, 0.0, 1.0, 1.0)",0.635727529813331,0.11364323934558722,281358.69027250103,49873.82757259266
minmax,"(1.0, 0.0, 0.0, 1.0, 1.0)",0.6357275298133307,0.11364323934558737,281358.69027250103,49873.827572592694
robust,"(1.0, 0.0, 0.0, 1.0, 1.0)",0.6357275298133306,0.11364323934558743,281358.69027250115,49873.82757259273
minmax,"(0.5, 0.5, 0.0, -0.5, 0.5)",0.6357069795630348,0.08290058088048845,282566.5914392948,38461.8555752321
zscore,"(0.5, 0.5, 0.0, -0.5, 0.5)",0.6357069795630348,0.08290058088048849,282566.5914392948,38461.855575232075
robust,"(0.5, 0.5, 0.0, -0.5, 0.5)",0.6357069795630347,0.08290058088048896,282566.5914392948,38461.85557523226
minmax,"(0.5, 0.5, 0.5, -1.0, 0.5)",0.6356453628273467,0.08572831814651405,282464.7484163605,39416.79643003327
zscore,"(0.5, 0.5, 0.5, -1.0, 0.5)",0.6356453628273462,0.08572831814651377,282464.74841636076,39416.79643003314
robust,"(0.5, 0.5, 0.5, -1.0, 0.5)",0.635645362827346,0.08572831814651398,282464.7484163609,39416.79643003317
minmax,"(0.5, 0.5, -0.5, 0.0, 0.5)",0.6356321299150848,0.09338144146603981,282228.79445250425,42345.3937405169
zscore,"(0.5, 0.5, -0.5, 0.0, 0.5)",0.6356321299150842,0.09338144146603973,282228.79445250443,42345.3937405169
robust,"(0.5, 0.5, -0.5, 0.0, 0.5)",0.6356321299150839,0.09338144146603998,282228.7944525046,42345.393740516956
zscore,"(0.0, 0.5, 0.0, 1.0, 0.5)",0.6355489913850271,0.0982277374971423,281957.8976484031,43995.88837126313
minmax,"(0.0, 0.5, 0.0, 1.0, 0.5)",0.6355489913850264,0.09822773749714317,281957.8976484033,43995.888371263405
robust,"(0.0, 0.5, 0.0, 1.0, 0.5)",0.6355489913850262,0.09822773749714363,281957.89764840336,43995.88837126358
zscore,"(0.5, 0.0, 1.0, 1.0, 0.0)",0.6352421910071392,0.1207682782866696,281048.78957626043,52433.17471340309
robust,"(0.5, 0.0, 1.0, 1.0, 0.0)",0.6352421910071392,0.12076827828667003,281048.78957626055,52433.174713403234
minmax,"(0.5, 0.0, 1.0, 1.0, 0.0)",0.635242191007139,0.12076827828667015,281048.78957626055,52433.174713403285
zscore,"(0.0, -0.5, 1.0, -1.0, 1.0)",0.6351506015017693,0.10090383116724501,282025.74013560714,44995.81496976398
robust,"(0.0, -0.5, 1.0, -1.0, 1.0)",0.6351506015017692,0.10090383116724505,282025.74013560725,44995.814969764
minmax,"(0.0, -0.5, 1.0, -1.0, 1.0)",0.6351506015017687,0.10090383116724566,282025.7401356073,44995.81496976421
robust,"(1.0, 0.5, 1.0, 0.5, 1.0)",0.6350250697967194,0.09272065510342026,282485.53239340935,42055.7948534851
zscore,"(1.0, 0.5, 1.0, 0.5, 1.0)",0.6350250697967194,0.09272065510342056,282485.53239340935,42055.79485348524
minmax,"(1.0, 0.5, 1.0, 0.5, 1.0)",0.6350250697967191,0.09272065510342073,282485.53239340946,42055.79485348528
robust,"(1.0, 0.0, 0.5, 0.0, 0.5)",0.6348493542032666,0.11220605284201106,281747.5808817774,49256.806664151154
zscore,"(1.0, 0.0, 0.5, 0.0, 0.5)",0.6348493542032665,0.11220605284201104,281747.5808817775,49256.80666415114
minmax,"(1.0, 0.0, 0.5, 0.0, 0.5)",0.6348493542032665,0.11220605284201146,281747.5808817775,49256.80666415129
zscore,"(0.5, 0.5, 1.0, 0.0, 0.0)",0.6348481555293982,0.09010642836421072,282554.7348973583,40909.61040679416
robust,"(0.5, 0.5, 1.0, 0.0, 0.0)",0.6348481555293981,0.09010642836421064,282554.73489735834,40909.610406794105
