order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD284667,ID0777829308,2019-09-23,Thompson,"[('iStream', 1), ('iAssist Line', 1), ('Candle Inferno', 1)]",2805.0,80.98,-37.8029833,144.9579563,25,2184.73,Spring,False,1.4423,"excellent phone, great deal excellent condition, no scratches, looks brand new. battery at 100% health/maximum capacity.",1.0
ORD047404,ID0778812532,2019-01-11,Thompson,"[('iAssist Line', 2), ('Toshika 750', 1), ('iStream', 2), ('Thunder line', 1)]",11250.0,104.17,-37.7997138,144.95787119999997,0,11354.17,Summer,True,1.7273,"awesome product, very responsive!iassist just needs more content and variety when it comes to music. it uses the bing search engine instead of google. if only the two could combine. it would be a perfect product.",1.0
ORD123189,ID4294474621,2019-09-17,Nickolson,"[('iStream', 1), ('pearTV', 2)]",12770.0,83.8,-37.80535070000001,144.97377,10,11576.8,Spring,False,1.5203,works great. battery life is very long works great. battery life is very long. have no problem with this phone. if u looking to have perfect pictures you need a different phone because pictures are not perfect.,
ORD077390,ID0095562831,2019-01-16,,"[('pearTV', 2), ('iAssist Line', 2), ('Alcon 10', 2)]",34970.0,88.21,-37.80060570000001,144.9329271,15,29812.71,Summer,True,1.8307,you get what you pay for. it works but is very slow.,0.0
ORD318534,ID0702352972,2019-03-17,Thompson,"[('Alcon 10', 1), ('iStream', 1), ('Toshika 750', 2), ('iAssist Line', 2)]",22190.0,,-37.807175,144.94421709999997,10,20021.56,Autumn,False,0.6614,one star don't buy this phone,0.0
ORD120177,ID0588197119,2019-11-17,Nickolson,"[('pearTV', 1), ('Candle Inferno', 2)]",7170.0,102.36,-37.8121506,144.97389180000005,25,5479.86,Spring,True,0.8126,i want more like it still learning how to use it,1.0
ORD276394,ID0777786750,2019-07-30,Thompson,"[('Thunder line', 1), ('Universe Note', 2)]",9080.0,77.52,-37.805667,144.9537539,25,6887.52,Winter,True,0.9767,get this now! love love love this phone! it's all you could want and more!,1.0
ORD472907,ID6226013458,2019-07-07,Bakers,"[('Thunder line', 2), ('Candle Inferno', 2), ('Toshika 750', 1), ('iStream', 2)]",9840.0,47.01,-37.8110328,144.99006,10,8903.01,Winter,False,0.4693,will not last 45 days mic does not work. does not charge.,0.0
ORD457639,ID0591351811,2019-09-08,Nickolson,"[('iAssist Line', 1), ('Olivia x460', 1), ('Toshika 750', 1)]",7770.0,64.02,-37.8206961,144.9568595,15,6668.52,Spring,False,1.1403,"does not work on verizon network buyer beware, this phone does not work on verizon network .",0.0
ORD451216,ID0575524485,2019-01-09,,"[('pearTV', 1), ('Candle Inferno', 1)]",6740.0,59.27,-37.8199344,144.98121369999996,0,6799.27,Summer,False,,junk... buyer beware!!!! i bought this phone 7 five months ago and the phone started losing service and after a week would not connect to service at all. after 90 days the vendor will not do anything. total waste of money! would rank this product a zero if i could.,0.0
ORD171568,ID2707996396,2019-06-13,Nickolson,"[('pearTV', 1), ('Universe Note', 2)]",13210.0,82.66,-37.8039503,144.96832340000003,15,11311.16,Winter,True,1.6338,good to use gave this to my sister for her birthday. wasn't expensive and easy to use,1.0
ORD480398,ID0157850295,2019-07-24,Nickolson,"[('iStream', 2), ('pearTV', 1), ('Lucent 330S', 1), ('Universe Note', 1)]",11290.0,58.27,-37.8194451,144.97172709999995,15,9654.77,Winter,True,0.2135,the camera is useless. one stopped working all together after two months we ordered two of these. both were impossible to hear when someone was talking. they have awful reception. the camera is useless. one stopped working all together after two months. do not buy this phone!,0.0
ORD497657,ID0579391891,2019-02-22,Nickolson,"[('Toshika 750', 2), ('pearTV', 2), ('Alcon 10', 2)]",39160.0,93.96,-37.8213016,144.9575809,10,35337.96,Summer,True,1.0949,five stars great product,1.0
ORD174581,ID0151452170,2019-11-05,Bakers,"[('Candle Inferno', 1), ('Alcon 10', 2), ('Thunder line', 2)]",22690.0,81.41,-37.79835670000001,144.99801230000003,0,22771.41,Spring,False,1.3185,i like my new alcon it did not come with an ac charger,1.0
ORD007416,ID0575391648,2019-05-22,Nickolson,"[('Olivia x460', 1), ('pearTV', 2), ('iAssist Line', 1)]",16070.0,67.21,-37.8210468,144.98405549999995,15,13726.71,Autumn,False,1.3043,five stars great buy!,1.0
ORD099649,ID6167417906,2019-05-05,Thompson,"[('Olivia x460', 2), ('iStream', 1), ('Candle Inferno', 2)]",3460.0,,-37.8169814,144.9532264,5,3365.13,Autumn,True,0.7233,this is an awesome product love the flexibility it has with not only book reading but other apps as well.,1.0
ORD353702,ID0457365617,2019-10-17,Nickolson,"[('Lucent 330S', 1), ('iAssist Line', 1), ('Alcon 10', 2), ('iStream', 1)]",21505.0,96.34,-37.8200259,144.9718506,0,21601.34,Spring,True,0.2574,five stars perfect,1.0
ORD043302,ID0702451581,2019-02-13,Thompson,"[('pearTV', 2), ('Olivia x460', 2), ('Lucent 330S', 1)]",16300.0,,-37.80483020000001,144.9460522,25,12319.54,Summer,True,0.8776,"good phone, good package, bad plug adapter everything perfect except for the adapter plug, the phone does not charge.",1.0
ORD045456,ID0030221048,2019-06-04,Bakers,"[('Universe Note', 2), ('Candle Inferno', 2), ('iAssist Line', 1)]",9985.0,56.51,-37.8122155,145.01596730000003,5,9542.26,Winter,False,1.8402,doesnt work dont waste your money. the phone its locked and useless !!,0.0
ORD171315,ID4326586180,2019-07-26,Thompson,"[('Olivia x460', 1), ('Universe Note', 1)]",4675.0,53.09,-37.8071155,144.9598682,0,4728.09,Winter,False,1.2845,"garbage, refurbished is supposed to be to factory new ... garbage, refurbished is supposed to be to factory new specs, i was replacing this phone due to the poor battery performance on my old droid turbo this one is even worse. warning do not buy a refurbished phone.",0.0
ORD477973,ID0711358863,2019-07-03,Thompson,"[('Toshika 750', 2), ('Universe Note', 1), ('iAssist Line', 2)]",16540.0,52.7,-37.8062689,144.9584207,15,14111.7,Winter,False,1.2268,two stars screen wasn't glued properly. had bubbles.,0.0
ORD145315,ID0577458194,2019-11-29,Nickolson,"[('Thunder line', 1), ('iStream', 2)]",2480.0,85.99,-37.8187013,144.9782069,0,2565.99,Spring,True,0.7613,terrible battery dies at 33% and it gets there after 20 min of use. terrible phone,0.0
ORD030879,ID0385026689,2019-03-25,Bakers,"[('iStream', 2), ('Lucent 330S', 2), ('Olivia x460', 1)]",3985.0,77.5,-37.80066779999999,144.9975125,5,3863.25,Autumn,True,1.0576,came with big scratch on the screen i love the phone but it came with a big scratch on the screen and i didnt get it used.,1.0
ORD273815,ID0575552807,2019-09-20,Nickolson,"[('iAssist Line', 2), ('Lucent 330S', 2), ('Candle Inferno', 2)]",7770.0,85.74,-37.826274100000006,144.98576540000005,10,7078.74,Spring,False,1.6624,everything perfect awesome,1.0
ORD374141,ID4754200403,2019-08-11,Thompson,"[('Universe Note', 1), ('pearTV', 2), ('Lucent 330S', 2)]",18530.0,56.56,-37.8164601,144.9283916,5,17660.06,Winter,False,1.6957,"false advertising the item advertised in the photo was model a1660 with is verizon compatible, the item i received was a1778 which is not verizon compatible, i am very angry.",
ORD390109,ID1879206771,2019-04-01,Thompson,"[('Toshika 750', 1), ('Olivia x460', 2)]",6770.0,54.64,-37.8003819,144.96088319999996,25,5132.14,Autumn,False,1.8298,returned it in 2 days. digital assistants have a long way to go.,0.0
ORD448988,ID0777801657,2019-05-24,Thompson,"[('iAssist Line', 2), ('Toshika 750', 2)]",13090.0,52.05,-37.8055239,144.95512639999995,10,11833.05,Autumn,False,1.0656,do not purchase the phone has a beak in the middle and it causes the pics to come out horrible.,0.0
ORD199523,ID0634777714,2019-10-12,Thompson,"[('Lucent 330S', 2), ('Alcon 10', 1), ('iAssist Line', 2)]",15860.0,74.13,-37.8142938,144.9389889,5,15141.13,Spring,False,0.7331,awesome got this phone for my mom for christmas. she loves it. it's easy to use and figure out. great features. i sneak this thing away from my mom whenever i get the chance.,1.0
ORD410707,ID2776394277,2019-12-03,,"[('Toshika 750', 1), ('Universe Note', 1)]",7770.0,94.38,-37.8119871,144.9637311,5,7475.88,Summer,True,,"but i love it. it's bigger than i thought, but i love it.",1.0
ORD419954,ID1492145850,2019-11-19,Thompson,"[('Lucent 330S', 2), ('Olivia x460', 2)]",4910.0,97.34,-37.8132269,144.9514562,15,4270.84,Spring,True,0.3907,great for the price! great budget phone... maybe the best one!,1.0
ORD335238,ID1879180936,2019-06-26,Thompson,"[('Universe Note', 2), ('Candle Inferno', 1)]",7330.0,70.5,-37.799533200000006,144.9600147,10,6667.5,Winter,False,1.8536,"overall a good buy. works well with my local carrier in barbados. as soon as the local sim card was inserted it immediately downloaded their specs. however there are one or two apps which i could not uninstall, only allowed to disable because they were verizon installed.",1.0
ORD195562,ID0498680517,2019-09-13,,"[('iStream', 1), ('Thunder line', 2), ('Lucent 330S', 1)]",5740.0,102.43,-37.8018936,144.9931566,15,4981.43,Spring,True,0.9202,"this is a great budget table, it has has great features for the price",1.0
ORD065513,ID0634783939,2019-03-05,Thompson,"[('Universe Note', 2), ('iStream', 2), ('Candle Inferno', 2), ('Thunder line', 1)]",10240.0,79.43,-37.8122697,144.9371864,25,7759.43,Autumn,True,0.8703,everything perfect i'm using it in argentina and it works great. it's gorgeous. i recomend it for shure!!,
ORD121565,ID0641029599,2019-08-08,Thompson,"[('iAssist Line', 2), ('Olivia x460', 1), ('Candle Inferno', 1)]",6105.0,59.98,-37.810275,144.94273940000005,5,5859.73,Winter,True,0.465,"worst phone i ever had dont waste your money freezes, dies, beeps when no message, doesnt beep when there is a message, terrible reception, bad camera, boost says just take battery out and put back in",0.0
ORD236546,ID4520380488,2019-11-17,Thompson,"[('Alcon 10', 2), ('Toshika 750', 1)]",22220.0,80.46,-37.8024403,144.9565907,10,20078.46,Spring,False,1.4138,nice phone nice phone. i like it.,
ORD251572,ID2133733623,2019-01-08,Thompson,"[('Universe Note', 2), ('Alcon 10', 2)]",24800.0,51.42,-37.81344710000001,144.9501208,5,23611.42,Summer,False,0.2819,think twice - totally dissatisfied purchased this for a christmas gift. went to have it activated at verizon and after attempting 2 sim cards phone would not recognize sim card or verizon service. made 2 trips to verizon with no luck returning phone but kicker is i have to pay to ship it back. very disappointed !!!!,0.0
ORD336026,ID0310728585,2019-11-23,Thompson,"[('Thunder line', 2), ('Candle Inferno', 1)]",4790.0,76.63,-37.8134499,144.9369846,0,4866.63,Spring,False,0.891,i like it and still learning how to use it.,1.0
ORD304622,ID1463547079,2019-07-13,Bakers,"[('Lucent 330S', 2), ('Universe Note', 1), ('Olivia x460', 2), ('iStream', 2)]",,79.46,-37.81878579999999,145.0038714,25,,Winter,True,1.2388,"so much faster and smoother than note 4. love it. so much faster than note 4, and i don't mind that it doesn't have a removable battery or an sd card. just make sure you get the 64gb if you need more storage. if you have more than that you should get a storage account.",1.0
ORD476234,ID6167191747,2019-09-07,Nickolson,"[('Candle Inferno', 2), ('Universe Note', 2), ('Thunder line', 2)]",12120.0,99.71,-37.813358,144.9741379,10,11007.71,Spring,True,0.7089,excellent phone everything was as expected,1.0
ORD166081,ID2325395496,2019-07-08,Bakers,"[('Olivia x460', 1), ('iStream', 2), ('pearTV', 2), ('Thunder line', 2)]",18505.0,,-37.810688,144.9855034,15,15807.48,Winter,True,0.859,"like new, no scratches,good battery life i've had this phone for 7 months now and the battery life is as good as when i bought it. looks and works as if it were a new phone.",1.0
ORD190488,ID4419701256,2019-04-14,Thompson,"[('Olivia x460', 1), ('Lucent 330S', 2), ('Toshika 750', 2), ('Alcon 10', 2)]",30225.0,83.84,-37.8025675,144.96376909999995,10,27286.34,Autumn,True,1.8501,amazing! it's just amazing and so beautiful!,1.0
ORD249689,ID1889811011,2019-02-01,,"[('Toshika 750', 2), ('iStream', 1)]",8790.0,114.07,-37.7889063,144.9375094,15,7585.57,Summer,True,2.7761,"great for husband it's perfect for my husband who is always doing something outside in the weather. he needs a rugged phone just in case there is an accident, plus he cant hear very well and he can hear clearly on this phone",1.0
ORD246532,ID0667680185,2019-10-24,Nickolson,"[('Toshika 750', 2), ('Lucent 330S', 2), ('Olivia x460', 2)]",13550.0,86.98,-37.8132381,144.97155990000005,15,11604.48,Spring,True,0.6219,"worthless products because they sent me a device that do not work, and is worthless",0.0
ORD199210,ID3281799246,2019-05-14,,"[('Alcon 10', 2), ('Thunder line', 2)]",22260.0,66.42,-37.82399760000001,144.9426074,5,21213.42,Autumn,False,1.3202,"cool app you can sync all the data between your phone and outlook on your personal computer directly. believe it or not, this app is the only way for windows phone users to sync their contacts without going through some kind of cloud.",1.0
ORD474773,ID1657117467,2019-08-04,Bakers,"[('Alcon 10', 2), ('pearTV', 1), ('iAssist Line', 2)]",28660.0,63.0,-37.8138993,145.0072957,15,24424.0,Winter,True,1.1464,one star do not buy this piece of sh**. it will stop working during a week of a normal use,0.0
ORD173509,ID0506155310,2019-02-06,Thompson,"[('Toshika 750', 2), ('Lucent 330S', 2)]",11100.0,58.91,-37.8203709,144.9495861,0,11158.91,Summer,False,0.885,"bad battery the battery on the phone only lasted 4 hour even when i left it alone after getting everything set up. the return took 1 month to happen, i had to constantly call digico to get my refund even though the item was returned a month prior",0.0
ORD173113,ID2975244178,2019-12-10,Thompson,"[('Olivia x460', 2), ('iStream', 2), ('iAssist Line', 1), ('Toshika 750', 1)]",9295.0,82.95,-37.7994496,144.95963830000005,15,7983.7,Summer,False,1.8409,"buy the lucent mods, they're worth it to me, so now i'm going to enjoy a movie on my projector. i love this phone and although it's 2 generations back, it is still up to date.",1.0
ORD442273,ID0541122905,2019-12-06,Bakers,"[('Alcon 10', 2), ('Thunder line', 1)]",20080.0,65.29,-37.8027452,145.0094654,0,20145.29,Summer,False,1.4895,"don't good for me. really one piece the trash, don't work fine, the signal is poor, the camera don't work show me the message one time for use your dispositive is more hot now you need re start, for work, and the gps don't work appropriately.",0.0
ORD003780,ID0711359372,2019-06-17,Thompson,"[('Thunder line', 1), ('Universe Note', 1)]",5630.0,80.42,-37.8070805,144.95971619999997,0,5710.42,Winter,True,1.2747,"great phone! great phone, many features, versatile, and quality. a very nice lled sensitive display. i was a little scafy having a smartphone, but this one is very friendly and useful. reception is great, sou d is great. and the price wasnt that high.",1.0
ORD102742,ID0844489603,2019-05-25,Thompson,"[('Olivia x460', 2), ('Alcon 10', 2), ('iStream', 1), ('pearTV', 1)]",26810.0,65.75,-37.8212245,144.9475376,10,24194.75,Autumn,False,0.9528,"perfect great phone. i can connect to my home network , nas drives , watch youtube from my phone to tv. great signal.",1.0
ORD227864,ID6280295068,2019-10-20,Bakers,"[('Lucent 330S', 1), ('iAssist Line', 2), ('iStream', 1)]",5830.0,93.08,-37.8231907,144.98883500000005,15,5048.58,Spring,True,1.5728,falta de acesorios vino sin los audifonos,0.0
ORD175127,ID0846567074,2019-07-05,,"[('iStream', 1), ('pearTV', 1)]",6460.0,45.39,-37.8202417,144.9687,10,5859.39,Winter,False,,táctil deficiente la pantll táctil es deficiente tiene fallas en los bordes y creo que no hay manera de arreglarlo,0.0
ORD091812,ID4952477288,2019-11-08,Thompson,"[('Universe Note', 2), ('Lucent 330S', 1)]",8130.0,75.97,-37.8092978,144.95452749999995,25,6173.47,Spring,False,0.7559,super great deal very nice phone for a great price. 10 stars.,1.0
ORD428164,ID0588236775,2019-07-11,,"[('iStream', 2), ('Candle Inferno', 2), ('Lucent 330S', 1)]",2390.0,64.64,-37.8113535,144.9731957,10,2215.64,Winter,False,0.8675,cheap & great! its a cheap phone with great quality! impressed me when i got it. i like the fact that it does not feel cheap and has great battery life.,1.0
ORD351643,ID5402876167,2019-08-24,Nickolson,"[('Alcon 10', 1), ('iStream', 1)]",9100.0,74.54,-37.8200973,144.97681809999997,15,7809.54,Winter,True,0.6606,five stars it just came in and the phone is great,1.0
ORD413445,ID0130040396,2019-05-05,,"[('iAssist Line', 1), ('Alcon 10', 2)]",20125.0,67.33,-37.8009709,144.9364078,5,19186.08,Autumn,True,1.605,counterfeit fake,0.0
ORD096168,ID0635530028,2019-01-14,Thompson,"[('iAssist Line', 1), ('Olivia x460', 2), ('Toshika 750', 2), ('Thunder line', 1)]",15495.0,53.52,-37.8128527,144.94279469999995,15,13224.27,Summer,False,0.3764,"garbage. do not purchase bought a refurbished phone olivia s7 edge. the phone had no voicemail app, had a pink line down the screen, warranty was up and one day after it was up the phone turns on, turns off, turns on, turns off and never comes back on. complete waste of money",0.0
ORD021529,ID4315295084,2019-01-04,Bakers,"[('iStream', 2), ('Thunder line', 1)]",2480.0,72.69,-37.8166534,144.9906965,0,2552.69,Summer,False,0.8416,"easy-to-use the s7 edge is very nice. it is my 1st smart phone and since it's android & olivia just like my tablet, very easy to use. verizon set it up with a sim card and i was ready to go. all my contacts transferred with no problem.",1.0
ORD433797,ID0245807241,2019-04-01,Thompson,"[('Toshika 750', 2), ('iStream', 2)]",8940.0,67.85,-37.79936470000001,144.95882769999997,25,6772.85,Autumn,True,1.8067,bad $68，a little expensive. and the word is very little. windows 8 is not convinient.,
ORD064039,ID4936954236,2019-03-03,Bakers,"[('Universe Note', 1), ('Candle Inferno', 1), ('pearTV', 1)]",10190.0,66.76,-37.8065115,144.9842719,25,7709.26,Autumn,True,1.039,not as described so there were issues there were several issues with screen dimensions which are wrong and overall power was not as described too. i consider it a bad phone sadly. we returned it due to it not being what it was suppose to be.,
ORD144809,ID0571731484,2019-09-16,Thompson,"[('pearTV', 1), ('iStream', 2), ('Olivia x460', 1), ('Toshika 750', 1)]",12155.0,82.08,-37.8244539,144.9451246,25,9198.33,Spring,False,1.3225,i like how it will connect to bluetooth without an adapter like the google. only reason for 4 stars is volume level without external speaker. easy to use.,1.0
ORD304188,ID0222958329,2019-10-10,Bakers,"[('Toshika 750', 1), ('pearTV', 1), ('Universe Note', 1)]",14080.0,82.91,-37.8071388,144.9916771,25,10642.91,Spring,True,0.446,the worst phone i ever bought stay away from this phone from day 2 i had so much issue i just drew it out i got it from crecket,0.0
ORD115035,ID0589402277,2019-11-12,Nickolson,"[('Thunder line', 1), ('pearTV', 2), ('Lucent 330S', 2)]",17260.0,75.75,-37.8116975,144.9704856,0,17335.75,Spring,False,0.7722,so i bought one at best buy instead of waiting for a new shipment the sim card read was broken. had to send it back. so i bought one at best buy instead of waiting for a new shipment. it is cheaper hear. the phone itself is better then my wife universe. the camera is worth the money alone.,1.0
ORD155880,ID0207078759,2019-05-02,Bakers,"[('Toshika 750', 1), ('iAssist Line', 2), ('iStream', 1)]",8920.0,,-37.8192266,145.01474240000005,10,8109.88,Autumn,True,1.9999,"okay but... the phone was okay, but the keypad to access voice mail was unresponsive.",1.0
ORD288826,ID6167344510,2019-01-28,Nickolson,"[('iStream', 2), ('Candle Inferno', 2), ('Thunder line', 2), ('Lucent 330S', 1)]",,78.97,-37.8068625,144.9659449,0,,Summer,False,1.344,"love love love this!  i have an thunder, and several thunder lines, but love the video with this and the clock.  i no longer have to wake up and say &#34;iassist, what time is it?&#34; or &#34;iassist, weather&#34;  i can even watch videos on it if i forget my candle before bed.",1.0
ORD374865,ID1217532791,2019-03-20,Thompson,"[('Lucent 330S', 2), ('Universe Note', 1), ('Alcon 10', 1)]",14860.0,65.11,-37.81798660000001,144.9485207,5,14182.11,Autumn,False,0.6051,is says 4 gb ram but alcon with 2 gb ram is more smooth on gaming... its about gaming. it cant go fully hd graphics. its lagging when i start playing. i have good internet connection but the gaming part is kind a bum,
ORD154148,ID0253027645,2019-04-01,Thompson,"[('Olivia x460', 2), ('Candle Inferno', 1), ('iStream', 1)]",3030.0,66.41,-37.8245081,144.9466458,10,2793.41,Autumn,False,1.318,four stars is good phone.,1.0
ORD411552,ID2190483582,2019-06-18,,"[('iAssist Line', 1), ('Lucent 330S', 2), ('Candle Inferno', 1), ('Olivia x460', 1)]",6340.0,51.52,-37.8092157,144.9609332,0,6391.52,Winter,False,,"waste of money don't even deserve a star purchase on the 12th of january 2018 & now it april 9th 2018 and my phone stop working won't even turn on.... waste of money don't even deserve a star, very disappointed ... but cannot post without a star so unfair",0.0
ORD030078,ID0294628306,2019-04-19,Nickolson,"[('Universe Note', 1), ('Candle Inferno', 1), ('Thunder line', 1), ('iAssist Line', 2)]",10510.0,61.78,-37.8178914,144.9698414,0,10571.78,Autumn,False,0.0824,great buy! love this phone. it's fast and the design is awesome. i'm very happy with the price i paid as well.,1.0
ORD419551,ID3208518278,2019-11-05,Nickolson,"[('Alcon 10', 1), ('iStream', 2)]",9250.0,68.55,-37.80389829999999,144.96749780000005,10,8393.55,Spring,False,1.6459,compra prácticamente engañado en la publicidad dice que el equipo es de 16gb y en realidad son de 8 gb,
ORD280395,ID2189377507,2019-11-10,Nickolson,"[('Universe Note', 2), ('Candle Inferno', 1)]",7330.0,79.63,-37.8084801,144.9758147,5,7043.13,Spring,False,1.2535,i made my daughter very happy it was my christmas present to my daughter and she was very happy with it,1.0
ORD122790,ID1560149489,2019-10-06,Thompson,"[('Alcon 10', 1), ('iAssist Line', 1), ('iStream', 2)]",11475.0,,-37.8164079,144.93734719999995,10,10404.87,Spring,False,0.9507,great price & product sure it's not the newer 8-9s but this was the begining of the camera war phones and this is a great phone and what came to me was in excellent condition. i put in my cricket sim and worked great.,1.0
ORD429461,ID1889102287,2019-09-30,Nickolson,"[('Olivia x460', 1), ('pearTV', 2), ('Alcon 10', 2), ('iStream', 2)]",32045.0,105.63,-37.80773,144.97136,10,28946.13,Spring,True,1.2199,"amazing! fingerprint sucks, but face recognition is amazing! i highly recommend it.",1.0
ORD312750,ID0207085508,2019-07-28,Bakers,"[('Toshika 750', 1), ('Thunder line', 1)]",6500.0,68.31,-37.8107635,145.0122618,5,6243.31,Winter,False,1.5001,so far so good works great,1.0
ORD184344,ID0387152982,2019-01-22,Thompson,"[('Toshika 750', 1), ('Thunder line', 2), ('pearTV', 1), ('iAssist Line', 2)]",19440.0,76.9,-37.80567,144.9449191,0,19516.9,Summer,True,0.8022,"speaker blown the speaker on this phone is blown, it rattles. bummer.",0.0
ORD325979,ID0746912543,2019-08-24,Nickolson,"[('iAssist Line', 2), ('Candle Inferno', 1), ('Universe Note', 2)]",11780.0,79.43,-37.8254076,144.9827765,0,11859.43,Winter,True,1.3884,good phone very good product. no defects as of right now. i recomend this phone.,1.0
ORD295882,ID0128893036,2019-05-21,,"[('iStream', 1), ('Thunder line', 2), ('Candle Inferno', 1)]",4940.0,81.42,-37.8014629,145.0065284,0,5021.42,Autumn,True,1.3746,"the best no way around it. i'm obsessed with my lumia. there are not enough words, just try it. can't wait for 928 on verizon too!!",1.0
ORD351275,ID0650268095,2019-05-02,,"[('Lucent 330S', 2), ('iStream', 2), ('Thunder line', 1)]",4940.0,65.35,-37.8150666,144.9747849,10,4511.35,Autumn,False,0.6051,four stars nice phone.,1.0
ORD371738,ID5292513670,2019-06-11,Thompson,"[('Lucent 330S', 1), ('pearTV', 2), ('Alcon 10', 1), ('Thunder line', 2)]",27160.0,77.31,-37.8147729,144.9401185,15,23163.31,Winter,True,0.6544,"perfect have this phone for a year now. didn't expect it to be this good... reliable, fast, perfect size, good camera... overall perfect value for money.",1.0
ORD160002,ID2383218750,2019-07-06,Thompson,"[('iStream', 1), ('Thunder line', 1)]",2330.0,56.17,-37.8002715,144.9599632,15,2036.67,Winter,False,1.7866,one star not good phone mic doesn't work phone have issues,0.0
ORD098868,ID2877342887,2019-01-29,Bakers,"[('Alcon 10', 2), ('iAssist Line', 1)]",,103.26,-37.82320670000001,145.0082041,0,,Summer,True,1.8611,exactly what i was looking for. my old tablet stopped working so the value of the digico inferno at best buy was too much to pass up,1.0
ORD048389,ID6167344498,2019-12-04,Nickolson,"[('pearTV', 1), ('Olivia x460', 2)]",8760.0,75.84,-37.8089463,144.9665017,25,6645.84,Summer,False,1.107,great,1.0
ORD303984,ID4287120807,2019-03-28,Bakers,"[('Toshika 750', 1), ('Lucent 330S', 1)]",5550.0,65.78,-37.81087670000001,144.98720269999995,25,4228.28,Autumn,False,0.7129,"the phone works fine battery life is short,otherwise it works fine",1.0
ORD246544,ID2346984255,2019-03-07,Thompson,"[('Candle Inferno', 2), ('Alcon 10', 2), ('iStream', 2)]",19060.0,67.62,-37.8208435,144.94731000000004,25,14362.62,Autumn,False,0.9097,good phone at an excellent price the phone is great but i hate the packaging. so hard to open! however i am enjoying using it so much.,1.0
ORD093365,ID6167441023,2019-05-23,Thompson,"[('iStream', 2), ('Candle Inferno', 1), ('iAssist Line', 2)]",5180.0,51.72,-37.8091486,144.9609023,10,4713.72,Autumn,False,1.2783,buyer beware had this phone 3 months before the camera stopped working. wont buy refurbished again.,0.0
ORD061128,ID4283908148,2019-08-15,,"[('pearTV', 1), ('iAssist Line', 2), ('Lucent 330S', 1), ('Candle Inferno', 2)]",12850.0,61.51,-37.8097442,144.9912476,25,9699.01,Winter,False,,nice phone very good condition .. nice deal..,1.0
ORD454618,ID0529204801,2019-03-10,Thompson,"[('pearTV', 1), ('iAssist Line', 2), ('Universe Note', 1)]",14210.0,69.75,-37.8236612,144.9369122,15,12148.25,Autumn,False,1.5145,i like it but i bought it used i like it but i bought it used. sometimes you can't call out or get calls but i pain $277 for it so it works great for what i paid. i am thinking of buying a new (not used)one because it is a great phone.,1.0
ORD491532,ID2029614911,2019-08-26,,"[('iAssist Line', 1), ('Thunder line', 2), ('pearTV', 2)]",19205.0,79.88,-37.8020696,144.9843449,10,17364.38,Winter,True,,five stars works great no problems at all!,1.0
ORD482964,ID4157116160,2019-11-14,Bakers,"[('Alcon 10', 2), ('Thunder line', 2), ('Toshika 750', 2)]",30900.0,100.88,-37.81794770000001,144.9934677,0,31000.88,Spring,True,0.8986,so far so good.  neat to have a visual version of iassist's responses. nice to see the lyrics of music you are listening to.  flash briefings have good videos.  speaker is much better than a line but not the highest quality,1.0
ORD176529,ID0299027323,2019-09-14,Bakers,"[('Universe Note', 1), ('iStream', 2)]",3750.0,108.34,-37.8006905,145.00969880000005,0,3858.34,Spring,True,1.6407,thanks thx,1.0
ORD009791,ID1449298229,2019-04-08,Nickolson,"[('iAssist Line', 1), ('Candle Inferno', 1), ('Olivia x460', 1)]",3880.0,66.45,-37.8196445,144.9826177,15,3364.45,Autumn,True,1.1549,"pésimo producto a los 6 meses me toco cambiar display, se recalentaba la batería, me toco cambiar también, hasta que al final se dañó. pésimo",0.0
ORD436135,ID0030943323,2019-11-16,Thompson,"[('Olivia x460', 2), ('Thunder line', 2), ('Universe Note', 2)]",13710.0,,-37.8021155,144.94161630000005,5,13129.56,Spring,True,1.2693,the people i purchased this for during christmas holiday loved it...,1.0
ORD469976,ID2208129676,2019-02-27,Thompson,"[('iAssist Line', 1), ('pearTV', 2), ('iStream', 2)]",15145.0,78.65,-37.80385020000001,144.95797180000002,15,12951.9,Summer,False,1.3726,still best of the best still best of the best..,1.0
ORD229751,ID1888086805,2019-11-04,Thompson,"[('Candle Inferno', 1), ('Thunder line', 2), ('Universe Note', 2), ('pearTV', 2)]",24310.0,,-37.7998526,144.96278610000005,25,18342.75,Spring,True,1.9869,lo que buscaba. perfecto,1.0
ORD049235,ID0686217257,2019-08-11,Bakers,"[('Lucent 330S', 1), ('Thunder line', 1)]",3410.0,,-37.80739420000001,144.9986816,25,2604.96,Winter,False,0.4194,must have been aftermarket glass i had the phone about 2 weeks and the glass just split on the edge. never dropped it and it doesn't have a scratch. very fragile.,0.0
ORD439398,ID0579986172,2019-11-26,Thompson,"[('Olivia x460', 2), ('Candle Inferno', 2)]",3310.0,70.8,-37.8128979,144.94749919999995,5,3215.3,Spring,False,0.0454,one probleme it needs to be reprogramed and it seems to work better cuz it first dint even stay one for long turned on and off every minute.,1.0
